,y
35545,no
10303,no
9185,no
35057,yes
33624,no
42905,no
30428,no
27581,no
25244,no
40112,yes
14548,no
1505,no
34825,no
37863,no
28595,no
19458,no
2469,no
33281,no
17360,no
37705,no
25034,no
19906,no
20505,no
10836,no
16654,no
25581,no
21450,no
13980,no
29792,yes
25432,no
8940,no
5964,no
41414,no
147,no
18811,yes
36226,no
16020,no
8751,no
41749,yes
36991,no
3311,no
33632,no
17893,no
31904,no
9753,no
26837,no
27565,no
29745,no
689,no
39532,no
15651,no
6586,no
26328,no
13131,no
17574,no
6464,no
28203,no
31592,no
12466,no
20873,no
31584,no
18349,no
4733,no
16743,no
19754,no
39554,yes
11661,no
14943,no
8126,no
33605,no
30410,no
9327,no
33351,no
30667,no
2436,no
31067,no
15722,yes
8667,no
16279,no
17687,no
10985,no
4828,no
36625,no
35172,no
22556,no
41429,no
40879,yes
43809,no
22034,no
6663,no
12783,no
21800,no
7158,no
26936,no
26529,no
11495,no
27635,no
15181,no
2745,no
42884,no
24302,no
23498,no
13698,no
7896,no
18247,no
39272,no
35927,no
2903,no
2704,no
25310,no
37529,no
33967,yes
24799,no
13418,no
14727,no
729,no
12280,no
14417,no
31621,no
3053,no
38899,no
24287,no
5876,no
39656,no
24671,no
29328,no
44467,no
36067,no
12039,no
16736,no
21461,no
12652,yes
19947,no
12590,no
17883,no
18343,no
9431,no
14213,no
40457,yes
26864,no
2795,no
44791,yes
26810,no
1175,no
10129,no
8218,yes
10912,no
42745,yes
26339,no
39980,no
39977,no
22809,no
4511,no
32864,no
16635,no
32670,no
25780,no
34435,no
14020,no
22631,no
10692,no
32971,no
26146,no
286,no
40409,no
11540,no
3541,no
8135,no
26744,no
28909,no
6985,no
1020,no
44946,no
19640,no
656,no
28243,yes
28461,no
27137,no
20418,no
6352,no
29694,no
13156,no
4045,no
41513,no
12370,no
32342,no
44052,no
30188,no
41307,yes
33197,no
30382,no
28361,no
3068,no
21749,no
34820,no
35638,no
30655,no
484,no
40101,yes
37428,no
19309,no
24990,no
20959,no
32540,no
13415,no
29314,no
23705,no
284,no
4125,no
31693,no
28991,no
2476,no
19784,no
32506,no
2002,no
11098,no
36049,no
44518,yes
32991,no
8531,no
38482,no
31669,no
32246,yes
38072,no
996,no
42532,yes
14817,yes
42992,yes
7207,no
7928,no
16402,no
33977,no
41578,yes
38069,no
27965,no
8911,no
16896,no
18119,no
2856,no
23664,no
16112,no
32954,no
31191,yes
31740,no
2796,no
28611,no
40573,no
5769,no
22876,no
32577,no
1456,no
6111,no
15729,no
1173,yes
17206,no
8835,no
16861,no
42787,yes
9702,no
39987,no
30228,no
1789,no
37442,no
22972,no
33147,no
42273,no
13889,no
28223,no
28369,no
42945,no
12933,no
1378,no
8440,no
11241,no
28676,no
18885,no
13499,no
9509,no
42180,yes
37289,no
25535,no
14802,no
26035,no
5692,no
1973,no
7927,no
20568,no
853,no
31730,no
36416,no
26327,no
35063,no
25066,no
16506,no
15888,no
20262,no
19283,no
22267,yes
15993,no
37235,no
39261,no
22200,no
30192,yes
15690,yes
21134,no
7094,no
18926,no
40311,no
22660,no
24636,no
5228,no
40957,no
37809,no
37224,no
24290,no
8194,no
31271,yes
29769,no
34369,no
25575,no
28889,no
24971,no
19460,no
12056,yes
24759,no
34546,no
24505,no
39145,no
32015,no
5945,no
34354,no
15867,no
21795,no
124,no
1623,no
7221,no
32987,no
16479,no
42206,no
16283,no
5480,no
7106,no
8214,no
4024,no
30923,no
37886,yes
4976,no
23358,no
9267,no
6929,no
43547,yes
40271,no
7638,no
3339,no
25273,no
22974,no
39428,no
27535,no
19714,no
1673,no
3700,no
40798,no
41269,no
20476,no
6705,no
14360,no
44275,yes
43504,yes
11049,no
5785,no
6072,no
19864,no
25459,no
39911,no
33746,yes
1545,no
23568,no
30522,no
25805,no
31835,no
9596,no
31812,no
24323,no
7488,no
34894,no
35628,no
26244,no
41142,no
10139,no
33943,yes
21742,no
10747,no
20651,no
20507,no
11702,yes
7637,yes
2458,no
1288,no
31058,yes
39055,no
12156,no
44564,no
8598,no
21147,no
26808,no
43992,no
36752,yes
13410,no
44655,yes
15758,no
43944,no
234,no
11590,yes
21523,no
27014,no
68,no
3205,no
23099,no
43135,no
20212,no
1065,no
26061,no
26865,no
29808,no
43566,no
6825,no
45153,no
39750,no
9209,yes
36201,no
21380,no
28110,no
5150,no
5489,no
22308,no
18737,no
42346,no
29841,no
39689,yes
9473,no
18607,no
15018,no
31424,no
21893,no
42292,yes
33387,no
43598,yes
2404,yes
20203,yes
39366,no
9694,no
1553,no
23935,no
19708,no
39626,no
1625,no
13237,no
1345,no
27202,no
719,no
40292,no
15783,no
25460,no
20680,no
43412,yes
2525,no
17293,no
20574,no
39957,yes
24091,no
31509,no
1476,no
41848,yes
2574,no
39737,no
5355,no
33980,no
3596,no
7626,no
33269,no
5619,no
12324,no
33145,no
41629,no
28504,no
26576,no
27197,no
40545,no
2064,no
16796,no
33029,no
5670,no
15548,no
27666,no
35042,no
36669,no
518,no
10531,no
19399,no
6672,no
32242,no
5668,no
28174,no
34824,no
22577,no
32578,no
32308,no
40337,yes
38313,no
17202,yes
38902,no
39728,no
12254,no
586,no
29261,no
23661,no
34977,no
1696,no
22535,no
22471,no
29900,no
25478,no
23143,no
43699,yes
5955,no
27462,no
9947,yes
44482,no
20604,no
8973,no
42580,yes
39325,no
21645,no
34835,yes
17512,no
24042,no
16397,no
23106,no
36167,no
22698,no
4003,no
33892,no
29137,no
14015,no
5892,no
2809,no
7156,no
28143,no
25956,no
27866,no
10934,no
7518,no
13405,no
16806,no
4932,no
6834,no
7183,no
37359,no
6011,no
20893,no
43577,yes
33156,no
25078,no
27045,no
32321,no
43380,yes
44114,yes
8016,no
31229,yes
15502,no
42736,yes
35631,no
39909,no
29951,no
38205,no
10814,no
11450,yes
16769,no
9705,no
3258,no
26827,no
22982,no
33574,no
41775,no
36436,no
12952,no
30949,no
5748,no
38030,no
5025,no
18499,no
25952,no
37274,no
1184,no
10507,no
43531,yes
24196,no
299,no
19259,no
21623,no
23161,no
19986,no
8127,no
38719,no
27971,no
42142,yes
28439,no
6312,yes
14852,no
2438,no
27782,no
26507,no
44657,yes
4357,no
38057,no
23965,no
1330,no
14610,no
11443,no
33263,no
23527,no
4228,no
22707,no
9407,no
3819,yes
11355,no
5053,no
32448,no
31360,no
14000,no
25609,no
31176,no
37486,no
17548,no
42952,yes
17579,yes
18089,no
37743,no
35524,no
14952,no
2736,no
40604,no
35749,no
14436,no
13161,no
34211,yes
37000,no
9834,no
4268,no
28524,no
6533,no
41178,no
42635,yes
44337,yes
44764,no
20857,no
28508,no
19203,no
43088,yes
23682,no
19059,no
16927,no
1177,no
9380,yes
14779,no
23344,no
32244,no
12397,no
19731,no
27225,no
38152,yes
21098,no
2931,no
2272,no
22836,no
22820,no
25511,no
44769,yes
44586,no
26668,no
39513,no
10975,no
9851,no
11465,no
34706,no
5191,no
1463,no
4761,no
17722,no
532,no
18597,no
30838,no
24852,no
19923,no
34868,no
2160,no
34761,no
15871,no
1800,no
33742,yes
8540,no
35925,no
21640,no
43220,yes
31888,no
2348,no
15903,no
20318,no
17476,no
22932,no
40361,no
27114,no
1382,no
14806,no
25401,no
32834,no
3451,no
6920,no
16808,no
39595,no
21647,no
8872,no
22862,no
8932,no
38702,no
35847,no
25960,no
37987,no
33440,no
38472,no
14808,no
2157,no
37771,no
39941,no
35007,no
42187,yes
6371,no
4713,no
16037,no
4300,no
8485,no
33308,no
4725,no
30092,no
42218,no
2419,no
32243,no
185,no
41683,yes
42115,no
5338,no
40750,yes
20247,no
10083,no
43610,yes
4723,no
29407,no
38108,no
13773,no
1601,no
3243,no
21377,no
9603,no
45106,yes
20914,no
21663,no
31231,no
17323,no
38619,no
2998,no
2780,no
24777,no
15956,no
9010,no
18900,no
26283,no
6916,no
6658,no
35534,no
39867,yes
29010,no
8455,no
28867,no
2395,no
37020,yes
40799,yes
35356,no
11047,no
39871,no
38499,no
44381,no
37317,no
2781,no
19313,no
38443,no
16657,no
42160,no
14470,no
16322,no
17462,no
18237,no
43253,yes
3569,no
23629,no
37441,no
6343,no
36758,no
18423,no
38094,no
1658,no
10669,no
43952,no
10831,no
36129,no
37306,no
12097,no
5763,no
16924,no
27431,no
34534,no
27895,no
29248,no
40584,no
44179,yes
42037,no
13932,yes
29819,no
19450,no
5439,no
25950,no
19304,no
17269,no
37689,no
20456,no
37898,no
36114,no
36839,no
28274,yes
22663,no
21945,no
16694,no
11885,no
39753,no
36386,no
5293,no
16408,no
43407,no
44658,no
3331,yes
25569,no
35155,no
31185,no
8024,no
22307,no
6060,no
2172,no
33280,no
12245,no
5631,no
15058,no
17139,no
38240,no
20449,no
38744,no
25729,yes
32976,no
5562,no
8107,no
12404,no
32199,yes
41416,yes
20364,no
26041,no
4554,no
32756,no
6571,no
36453,no
8544,no
13080,no
30957,no
22442,no
2430,no
18090,no
7393,no
12178,no
5187,no
37687,yes
36837,no
21018,no
31675,no
14986,no
38888,no
7113,no
44528,no
14616,no
28003,no
10383,no
21289,no
36137,no
34024,yes
38675,no
9861,no
32511,no
38170,yes
9403,no
22417,no
39166,no
41893,no
39062,no
38344,no
41853,no
8717,no
43482,yes
30873,no
28527,no
17021,no
45182,yes
15420,no
26250,yes
16067,yes
43701,yes
19627,no
21676,no
24813,no
36667,no
32070,no
21725,no
20481,no
4661,no
17556,no
31678,no
22092,no
2227,no
17541,no
21058,no
26363,no
12344,no
3772,no
5778,no
21236,no
10546,no
11004,no
13561,no
7544,no
9371,no
20251,no
26394,no
849,yes
12062,no
36877,no
28365,no
37711,yes
11153,no
213,no
22790,no
39707,no
9012,no
38606,no
19062,yes
15325,no
37495,no
44867,yes
5056,no
29305,no
44978,no
40423,no
41689,no
27205,no
18774,no
26233,no
21241,no
28403,no
11413,no
39617,no
33954,no
43053,yes
24007,no
14775,no
15558,no
28503,no
28702,no
10390,no
27436,yes
25193,no
14370,no
40024,no
26898,no
40208,yes
36866,no
30341,no
37247,yes
23772,no
31213,no
30773,no
35509,no
37631,no
42946,no
31021,no
44209,no
27321,no
11593,no
20660,no
35291,no
21747,no
11984,no
19978,no
14051,no
33859,no
26836,no
18905,no
21744,no
31923,no
18321,no
11988,no
28600,no
35267,no
12782,no
8136,no
5190,no
2959,no
17678,no
39640,no
43729,no
6540,no
8200,no
33972,no
36395,no
34912,no
27853,no
3741,no
18351,no
5561,no
13631,no
43353,no
13940,no
12220,no
20111,no
22903,no
21940,no
13541,yes
27242,no
24239,no
4525,no
12011,no
9497,no
16510,no
9190,no
11806,no
4240,no
317,no
27797,no
22566,no
20760,no
24874,no
41729,no
26172,no
5004,no
11893,no
24910,no
17690,no
29051,no
27284,no
14884,no
37299,no
32259,no
37989,no
19492,no
26984,no
13383,no
31378,yes
17189,no
32452,no
22131,no
29245,no
2003,no
32475,no
9833,no
21741,no
31303,yes
30770,no
35973,no
2351,no
19881,no
2183,no
15884,no
28155,no
35114,no
16495,no
45039,yes
33538,no
35061,no
2853,no
17394,no
13478,no
39220,no
900,no
42987,yes
28966,no
10846,no
24157,no
38350,no
22294,no
12522,no
23074,no
4701,no
35864,no
21743,no
25104,no
13919,no
7077,no
25337,no
11055,no
27120,no
26518,yes
25155,no
1510,no
43190,yes
31707,no
14510,no
27386,no
6755,no
17702,no
31940,no
38929,no
19515,no
19688,no
43543,no
17117,no
38913,no
40133,no
26939,no
1074,no
37194,no
34746,no
33151,no
32020,no
35245,no
16787,no
17522,no
35477,no
6008,no
29903,no
40153,yes
12762,no
7140,no
20265,no
31856,yes
42462,yes
37001,no
7736,no
35225,no
24720,no
36942,no
42581,yes
34235,yes
22353,no
23400,no
10230,no
31766,no
36543,no
9586,no
12149,no
14125,no
22978,no
7593,no
23702,no
31759,no
940,no
13842,no
33137,no
17103,no
28162,no
19614,yes
40007,no
24173,yes
27576,no
17272,no
25971,no
6190,no
31410,no
39528,no
25396,no
29802,no
29710,no
18947,no
20686,no
1747,no
19193,no
31866,no
12906,no
42784,yes
40998,yes
5797,no
39385,no
35702,no
29013,no
40313,no
11729,no
12971,no
15943,no
20000,no
36221,no
2163,no
19760,no
6971,no
13076,no
41802,no
16502,no
36517,no
14467,no
27047,no
4943,no
32713,yes
4361,no
20193,no
9761,no
28578,no
30337,no
12181,no
13783,no
16972,no
39780,yes
39311,no
36052,no
35235,no
29403,no
10143,no
31389,no
20413,no
25251,yes
43269,yes
38468,yes
6452,no
21231,no
21350,no
32514,no
21595,no
29244,yes
20427,no
19547,no
25591,no
18676,no
42739,yes
38977,no
20884,no
12515,no
16362,no
2566,no
7979,no
5549,no
42469,yes
749,no
40496,no
19611,no
33883,no
24841,no
33014,no
40009,no
30173,no
32504,no
20335,no
37409,no
31874,no
29855,no
30063,no
36722,no
9609,no
30648,no
14420,no
21722,no
22890,no
6889,no
14599,no
27022,no
6754,no
41892,no
14014,no
8386,no
29669,no
6730,no
15414,no
149,no
40317,no
8263,no
32831,no
43907,yes
23850,no
3895,no
23497,no
5558,no
22144,no
31320,yes
7443,no
12814,no
14456,yes
1325,no
897,yes
45176,yes
34017,yes
4119,no
12847,no
40377,no
12426,no
44031,no
2949,no
36908,no
39559,no
2491,no
8656,no
39168,no
35280,no
42440,no
27939,no
10986,yes
33446,no
5786,no
209,no
37653,no
21951,no
21177,no
25731,no
634,no
2615,no
40764,no
35426,no
40486,yes
23108,no
43681,no
6074,no
17532,no
20625,no
24097,yes
40053,yes
43927,no
13148,no
32880,no
42263,yes
43638,no
24472,no
14239,no
22529,no
1240,no
44407,yes
15236,no
36396,no
10227,no
20567,yes
8695,no
3688,no
35333,no
18795,no
6469,no
39509,no
42633,yes
23053,no
7286,no
6885,no
29594,no
34027,no
44457,yes
25978,no
34323,no
44894,no
25852,no
42073,yes
42451,no
18414,no
41996,no
4258,no
39293,no
6714,no
4274,no
22235,no
22762,no
27100,no
13744,no
42986,yes
14186,no
5373,no
248,no
24156,no
22783,no
42150,no
13398,no
40902,yes
29507,no
23757,no
15560,no
23980,no
36702,no
17288,no
21895,no
655,no
36995,no
39521,yes
35673,no
27738,no
8481,no
30576,no
9042,no
37897,no
12301,no
22608,no
40352,no
29012,no
4031,no
1346,no
35843,no
11711,yes
26666,no
8995,no
37615,no
34806,no
35985,no
14050,no
16469,no
16215,no
27578,no
9312,no
21924,yes
4838,no
31813,no
10271,no
30440,yes
33065,no
24402,no
22600,no
43065,yes
6509,no
36516,yes
3608,no
292,no
37127,no
38323,no
3061,no
40760,no
5059,no
42238,no
10178,no
42506,no
30752,no
13365,no
36827,no
19269,no
35595,no
8258,no
10752,no
5586,no
2717,no
16597,no
7437,no
28301,no
18749,no
41644,yes
18327,no
15623,no
30869,no
11659,no
20644,no
41995,yes
42597,no
38224,no
42691,no
26919,no
21092,no
35608,no
15778,no
29590,no
23422,no
27513,no
13182,no
15174,no
44195,no
32094,no
19143,no
22491,no
36015,no
26415,no
33279,no
22719,no
23506,no
7591,no
28027,no
12647,no
41223,no
33564,no
33619,no
43879,yes
30728,no
35062,no
873,no
37460,no
37145,no
43143,no
38806,no
33732,no
10882,no
16359,no
6743,no
27527,no
8960,no
6694,no
34749,no
31203,no
5133,no
5857,no
5537,no
2773,no
27836,no
1892,no
16925,no
22990,no
22573,no
11902,no
25642,no
26963,no
32992,no
20676,no
15787,no
29505,yes
31232,yes
26863,no
33725,no
44287,yes
18949,no
38715,no
865,no
26087,no
42103,no
2318,no
26516,no
29347,no
506,no
7863,no
32312,yes
45195,yes
44353,no
17902,no
19531,no
41646,no
30621,no
19422,no
27288,no
11474,no
1576,no
26629,no
35784,no
18216,yes
41119,no
14202,no
21836,no
36117,no
21763,no
5304,no
11986,no
36499,no
29118,no
23673,no
19205,yes
9989,no
44650,no
38166,yes
38400,no
41529,yes
32344,no
33005,no
28949,no
14755,no
10033,no
9944,no
3648,no
26575,no
5482,no
44923,no
11809,no
17327,no
36796,no
41955,yes
9351,no
33612,no
34498,no
24884,no
20793,no
5887,no
3196,no
4437,no
9004,no
42250,no
30360,no
11858,no
28913,no
11732,no
9730,no
16301,no
21606,no
30138,no
9410,no
35568,no
33882,yes
39693,no
38505,no
25813,no
9037,no
18346,no
9091,no
11245,no
11679,no
26636,no
32229,no
35574,no
6634,no
29643,no
5740,no
21155,no
23425,no
800,no
6867,no
42759,yes
268,no
22643,no
13129,no
27435,no
34970,no
36870,no
37707,no
22881,no
41791,no
40729,no
24725,yes
28422,no
40385,no
28639,no
28993,no
10074,no
20345,no
10874,no
43239,yes
21711,no
2235,no
5742,no
10936,no
40090,no
23856,no
18500,no
35573,no
12309,no
25942,no
5500,no
29355,no
4477,no
39979,yes
18803,no
26600,no
42202,no
31080,yes
13196,no
22236,no
36798,no
5092,no
13304,no
3912,no
13688,no
33234,no
18272,no
13753,no
27228,yes
42561,no
13854,no
35562,no
21544,no
44689,yes
26117,no
9939,no
5767,no
38458,no
32422,no
2734,no
2311,no
8647,no
15650,no
11381,no
28343,no
3996,no
11899,no
13678,no
26876,no
1444,no
14590,no
34041,no
17706,no
16361,no
28777,no
10817,no
32736,yes
35552,no
6247,no
14441,no
21158,no
21485,no
34591,no
22208,no
25151,no
36714,yes
30465,no
37353,no
31737,no
13856,no
8192,no
24645,no
44737,yes
40535,no
20233,no
18727,no
32533,no
21892,no
31593,no
29298,no
33355,no
330,no
44830,yes
19456,no
3388,no
40223,no
44743,no
42801,no
9302,no
33994,yes
4978,no
43757,no
32683,no
26983,no
27781,no
17369,no
17248,no
33869,no
12160,no
5451,no
27130,no
43311,no
17113,no
39733,no
2182,no
8431,no
28714,no
3789,no
42934,no
35123,no
4446,no
19878,no
25443,no
631,no
23134,no
41068,yes
11689,no
21301,no
41276,yes
35021,no
3192,no
32934,no
22515,no
483,no
41340,yes
1446,no
27883,no
41640,no
40306,no
4647,no
15668,no
8748,no
3111,no
22885,no
22195,no
17644,no
12195,no
38382,no
41483,no
1639,no
6178,no
19168,no
25769,no
44982,no
9364,no
9340,yes
12580,no
21164,no
40657,no
37452,no
23633,no
36351,no
38331,no
41456,yes
3884,no
11864,no
3293,no
16606,no
28782,no
18899,no
30952,no
19509,no
41947,yes
16721,no
29393,no
29828,yes
28738,no
11404,no
33863,no
6015,no
16221,no
19749,no
31747,no
11408,no
7395,no
25974,no
29449,yes
12300,no
38696,no
1264,no
9835,no
23130,no
21103,no
37318,no
26426,no
30612,no
24948,no
23736,no
25329,no
36587,no
12685,yes
22847,no
26599,no
11466,no
22463,no
30610,no
2538,no
11551,no
33390,no
19054,no
27116,no
6897,no
5933,no
6419,no
42119,no
34120,no
44652,yes
14996,no
39505,no
20074,no
37185,no
14673,no
4768,no
31139,no
1840,no
23343,no
7583,no
25604,no
3851,no
35181,no
28910,no
34188,no
33709,no
9082,no
35848,no
4096,no
23770,no
3540,no
23963,no
31755,no
9652,no
4328,no
42780,no
11589,no
7280,no
43466,yes
11309,no
1929,no
33074,no
13173,no
15144,no
43258,yes
15146,no
31723,no
2983,no
28914,no
1113,no
40287,no
8726,no
22891,no
36000,no
28887,no
30950,no
27264,no
578,no
13197,no
4152,no
28945,no
34382,no
20699,no
18404,no
24691,no
24781,no
13325,no
21491,no
5730,no
40375,yes
20104,no
7157,no
7408,no
34921,yes
12137,no
8028,no
30375,no
36921,no
35949,no
3291,no
33784,no
10784,no
3358,no
26401,no
24682,no
14398,yes
7243,no
22545,no
41572,yes
196,no
25341,no
515,no
17684,no
27567,yes
3938,no
36892,no
17328,no
20082,yes
13810,no
1605,no
33232,no
29411,no
32182,no
20938,no
23542,no
3682,no
3858,no
13447,no
25657,no
2980,no
34455,no
29606,yes
41901,no
5545,no
17520,no
39314,no
1046,no
33235,no
23567,no
18556,yes
14717,no
43834,yes
5542,yes
2697,no
44885,yes
5117,no
21078,no
9160,no
31601,no
35086,no
15263,yes
21614,no
8501,no
38145,no
20960,no
39092,no
3763,no
19664,no
1076,no
34149,no
14409,no
32172,no
35338,no
18253,no
36782,no
33380,no
40374,no
34278,no
32290,no
27348,yes
17184,no
33665,no
27758,no
9228,no
21488,no
42766,yes
41930,yes
4044,no
25599,no
15034,no
31750,no
16191,no
42278,yes
41446,no
17114,no
45052,yes
17747,no
22641,no
17686,no
16954,no
18205,no
40234,no
1213,no
21434,no
3079,no
39527,yes
28697,no
27438,no
26862,no
33765,yes
37037,no
45184,no
36078,no
20720,no
31715,no
10991,no
13019,no
10458,no
21570,no
43481,yes
36245,no
26383,no
10961,no
16194,no
6949,no
42573,no
3576,no
14850,no
10727,no
43326,no
12477,no
42936,yes
43408,yes
28467,no
39921,yes
25614,no
45041,no
3460,no
32250,no
6772,no
3774,no
8201,no
37287,no
43235,no
9386,no
29141,no
35157,no
27173,no
38679,no
9441,yes
38176,no
796,no
7523,no
40913,no
33645,no
29515,yes
20124,no
31641,no
42512,yes
15341,no
30591,yes
15974,no
33586,no
34862,no
23493,no
39646,no
7224,no
1722,no
413,no
28270,no
25270,no
1611,no
28269,no
30016,no
27516,no
23559,no
18766,no
18789,no
13475,no
42333,yes
593,no
31726,no
22202,no
41393,yes
15071,no
31571,no
10896,no
6402,no
35013,no
18564,no
14100,no
43085,no
30819,no
21425,no
30846,no
26614,no
42627,yes
8069,no
34640,no
17698,no
18834,no
10048,no
25674,yes
27182,no
12809,no
7317,no
44577,no
37603,no
43392,yes
26847,no
26150,no
40805,no
20827,no
29581,no
4090,yes
31688,no
27586,no
41330,no
21101,no
35022,no
37920,no
15441,no
44269,yes
30402,no
14900,no
44070,yes
4359,no
7634,no
21168,no
15431,no
23730,no
30779,no
12486,no
8122,no
38359,no
39255,no
37118,no
10206,no
8552,no
42613,yes
37736,no
39456,yes
29546,no
43613,yes
24406,no
36826,no
32138,no
5791,no
27609,no
7194,no
14412,no
6105,no
3640,no
27693,no
32621,no
20594,no
19196,no
36447,no
30698,no
41826,no
12356,no
15731,no
40263,no
1097,no
11951,no
32349,yes
25836,no
22664,no
3854,no
13760,no
27352,no
37358,no
16251,no
2785,no
34791,yes
34528,no
30174,no
2083,no
28607,no
33669,no
39290,no
11070,no
11995,no
12583,no
13136,no
11525,no
28338,no
5624,no
31765,yes
34243,yes
26181,no
6577,no
34396,no
17919,no
15253,no
9882,no
41742,yes
34493,no
20226,no
21998,no
36840,no
16788,no
39703,no
16141,no
17005,no
4957,no
9878,no
32365,no
44284,no
40995,no
21703,no
5195,no
23072,yes
20688,no
8753,no
26019,no
29825,no
35283,no
41441,no
34268,no
15676,no
24628,no
24208,no
29959,no
15397,no
10909,no
973,no
30787,yes
17435,no
20258,no
36493,no
6393,no
5968,no
25226,no
7517,no
4305,no
17526,no
26872,yes
38835,no
4441,no
36557,yes
13367,no
17581,no
8310,no
20450,no
27063,no
26464,no
14366,no
37439,no
3852,no
13676,no
9860,no
20343,no
14463,no
39597,yes
22163,no
22864,no
648,no
19212,yes
16587,no
29992,no
35156,no
33024,yes
39085,no
24872,no
10254,no
15699,no
36313,no
12173,no
35892,no
34318,no
17043,no
2972,no
42973,no
28342,no
5106,no
3590,no
10233,no
28565,no
27750,no
22992,no
21309,no
29922,no
7957,no
43829,yes
32487,no
28748,no
35830,no
11068,no
34960,no
3436,no
41417,no
33478,no
7861,no
23211,no
40114,no
34619,no
7826,no
26124,no
6359,no
11925,no
32558,no
16783,no
31821,no
22592,no
3508,no
3647,no
27388,no
20123,no
2884,no
40504,yes
22494,no
21650,no
22490,no
314,no
16958,no
9285,no
12188,no
41636,no
21383,no
6859,no
26059,no
15307,no
